,congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
7736,94,house,S000829,Thomas,Jefferson,Steed,,1904-03-02,OK,D,Yes,1975-01-14,70.9
7737,94,house,P000522,Charles,Melvin,Price,,1905-01-01,IL,D,Yes,1975-01-14,70.0
7738,94,house,P000106,Edward,James,Patten,,1905-08-22,NJ,D,Yes,1975-01-14,69.4
7739,94,house,B001111,Omar,Truman,Burleson,,1906-03-19,TX,D,Yes,1975-01-14,68.8
7740,94,house,J000115,Albert,Walter,Johnson,,1906-04-17,PA,R,Yes,1975-01-14,68.7
7741,94,house,S000472,Joe,,Skubitz,,1906-05-06,KS,R,Yes,1975-01-14,68.7
7742,94,house,M001031,Charles,Adams,Mosher,,1906-05-07,OH,R,Yes,1975-01-14,68.7
7743,94,house,S000406,Robert,Lee Fulton,Sikes,,1906-06-03,FL,D,Yes,1975-01-14,68.6
7744,94,house,M000958,Thomas,Ellsworth,Morgan,,1906-10-13,PA,D,Yes,1975-01-14,68.3
7745,94,house,S000135,Herman,Theodore,Schneebeli,,1907-07-07,PA,R,Yes,1975-01-14,67.5
7746,94,house,S000778,Harley,Orrin,Staggers,,1907-08-03,WV,D,Yes,1975-01-14,67.4
7747,94,house,H000367,Augustus,Freeman,Hawkins,,1907-08-31,CA,D,Yes,1975-01-14,67.4
7748,94,house,L000054,Phillip,Mitchell,Landrum,,1907-09-10,GA,D,Yes,1975-01-14,67.3
7749,94,house,J000135,Harold,Terry,Johnson,,1907-12-02,CA,D,Yes,1975-01-14,67.1
7750,94,house,M000340,Robert,,McClory,,1908-01-31,IL,R,Yes,1975-01-14,67.0
7751,94,house,D000255,John,Herman,Dent,,1908-03-10,PA,D,Yes,1975-01-14,66.8
7752,94,house,A000073,Carl,Bert,Albert,,1908-05-10,OK,D,Yes,1975-01-14,66.7
7753,94,house,D000041,Dominick,Vincent,Daniels,,1908-10-18,NJ,D,Yes,1975-01-14,66.2
7754,94,house,L000413,Clarence,Dickinson,Long,,1908-12-11,MD,D,Yes,1975-01-14,66.1
7755,94,house,M000778,Wilbur,Daigh,Mills,,1909-05-24,AR,D,Yes,1975-01-14,65.6
7756,94,house,R000374,Peter,Wallace,Rodino,Jr.,1909-06-07,NJ,D,Yes,1975-01-14,65.6
7757,94,house,R000041,William,Joseph,Randall,,1909-07-16,MO,D,Yes,1975-01-14,65.5
7758,94,house,Y000013,Sidney,Richard,Yates,,1909-08-27,IL,D,Yes,1975-01-14,65.4
7759,94,house,N000009,William,Huston,Natcher,,1909-09-11,KY,D,Yes,1975-01-14,65.3
7760,94,house,M000845,Robert,Homer,Mollohan,,1909-09-18,WV,D,Yes,1975-01-14,65.3
7761,94,house,T000099,Roy,Arthur,Taylor,,1910-01-31,NC,D,Yes,1975-01-14,65.0
7762,94,house,F000078,Millicent,Hammond,Fenwick,,1910-02-25,NJ,R,No,1975-01-14,64.9
7763,94,house,B001092,James,Anthony,Burke,,1910-03-30,MA,D,Yes,1975-01-14,64.8
7764,94,house,T000110,Olin,Earl,Teague,,1910-04-06,TX,D,Yes,1975-01-14,64.8
7765,94,house,W000428,Jamie,Lloyd,Whitten,,1910-04-18,MS,D,Yes,1975-01-14,64.7
7766,94,house,M000675,Ralph,Harold,Metcalfe,,1910-05-29,IL,D,Yes,1975-01-14,64.6
7767,94,house,C000201,Tim,Lee,Carter,,1910-09-02,KY,R,Yes,1975-01-14,64.4
7768,94,house,E000273,Joseph,Landon,Evins,,1910-10-24,TN,D,Yes,1975-01-14,64.2
7769,94,house,B000371,Charles,Edward,Bennett,,1910-12-02,FL,D,Yes,1975-01-14,64.1
7770,94,house,S000454,Bernice,Frederic,Sisk,,1910-12-14,CA,D,Yes,1975-01-14,64.1
7771,94,house,F000040,John,G.,Fary,,1911-04-11,IL,D,No,1975-01-14,63.8
7772,94,house,H000408,Wayne,Levere,Hays,,1911-05-13,OH,D,Yes,1975-01-14,63.7
7773,94,house,S000622,Virginia,Dodd,Smith,,1911-06-30,NE,R,No,1975-01-14,63.5
7774,94,house,B000600,Edward,Patrick,Boland,,1911-10-01,MA,D,Yes,1975-01-14,63.3
7775,94,house,A000118,Clifford,Robertson,Allen,,1912-01-06,TN,D,No,1975-01-14,63.0
7776,94,house,R000165,Henry,Schoellkopf,Reuss,,1912-02-22,WI,D,Yes,1975-01-14,62.9
7777,94,house,J000216,Ed,,Jones,,1912-04-20,TN,D,Yes,1975-01-14,62.7
7778,94,house,J000248,Robert,Emmett,Jones,Jr.,1912-06-12,AL,D,Yes,1975-01-14,62.6
7779,94,house,S000388,Garner,E.,Shriver,,1912-07-06,KS,R,Yes,1975-01-14,62.5
7780,94,house,W000107,William,Francis,Walsh,,1912-07-11,NY,R,Yes,1975-01-14,62.5
7781,94,house,P000230,Carl,Dewey,Perkins,,1912-10-15,KY,D,Yes,1975-01-14,62.2
7782,94,house,Z000001,Clement,John,Zablocki,,1912-11-18,WI,D,Yes,1975-01-14,62.2
7783,94,house,O000098,Thomas,Phillip,O'Neill,Jr.,1912-12-09,MA,D,Yes,1975-01-14,62.1
7784,94,house,B001091,J.,Herbert,Burke,,1913-01-14,FL,R,Yes,1975-01-14,62.0
7785,94,house,A000189,Glenn,Malcolm,Anderson,,1913-02-21,CA,D,Yes,1975-01-14,61.9
7786,94,house,R000312,Herbert,Ray,Roberts,,1913-03-28,TX,D,Yes,1975-01-14,61.8
7787,94,house,V000047,Charles,Albert,Vanik,,1913-04-07,OH,D,Yes,1975-01-14,61.8
7788,94,house,C000164,Charles,Joseph,Carney,,1913-04-17,OH,D,Yes,1975-01-14,61.7
7789,94,house,F000319,Lawrence,H.,Fountain,,1913-04-23,NC,D,Yes,1975-01-14,61.7
7790,94,house,E000035,Robert,Christian,Eckhardt,,1913-07-16,TX,D,Yes,1975-01-14,61.5
7791,94,house,S000860,Robert,Grier,Stephens,Jr.,1913-08-14,GA,D,Yes,1975-01-14,61.4
7792,94,house,J000256,Walter,Beaman,Jones,Sr.,1913-08-19,NC,D,Yes,1975-01-14,61.4
7793,94,house,L000226,William,,Lehman,,1913-10-05,FL,D,Yes,1975-01-14,61.3
7794,94,house,P000328,James,Jarrell,Pickle,,1913-10-11,TX,D,Yes,1975-01-14,61.3
7795,94,house,B000788,John,Bayne,Breckinridge,,1913-11-29,KY,D,Yes,1975-01-14,61.1
7796,94,house,G000537,Tennyson,,Guyer,,1913-11-29,OH,R,Yes,1975-01-14,61.1
7797,94,house,C000476,Delwin,Morgan,Clawson,,1914-01-11,CA,R,Yes,1975-01-14,61.0
7798,94,house,F000151,Joseph,Lyman,Fisher,,1914-01-11,VA,D,No,1975-01-14,61.0
7799,94,house,U000004,Albert,Conrad,Ullman,,1914-03-09,OR,D,Yes,1975-01-14,60.9
7800,94,house,B000472,Jonathan,Brewster,Bingham,,1914-04-24,NY,D,Yes,1975-01-14,60.7
7801,94,house,D000038,Wilbur,Clarence,Daniel,,1914-05-12,VA,D,Yes,1975-01-14,60.7
7802,94,house,V000024,Lionel,,Van Deerlin,,1914-07-25,CA,D,Yes,1975-01-14,60.5
7803,94,house,B000330,Alphonzo,,Bell,,1914-09-19,CA,R,Yes,1975-01-14,60.3
7804,94,house,H000438,Kenneth,William,Hechler,,1914-09-20,WV,D,Yes,1975-01-14,60.3
7805,94,house,H001011,J.,Edward,Hutchinson,,1914-10-13,MI,R,Yes,1975-01-14,60.3
7806,94,house,F000229,John,James,Flynt,Jr.,1914-11-08,GA,D,Yes,1975-01-14,60.2
7807,94,house,E000064,William,Donlon,Edwards,,1915-01-06,CA,D,Yes,1975-01-14,60.0
7808,94,house,A000212,Frank,,Annunzio,,1915-01-12,IL,D,Yes,1975-01-14,60.0
7809,94,house,D000043,George,Elmore,Danielson,,1915-02-20,CA,D,Yes,1975-01-14,59.9
7810,94,house,S000473,John,Mark,Slack,Jr.,1915-03-18,WV,D,Yes,1975-01-14,59.8
7811,94,house,M001035,John,Emerson,Moss,,1915-04-13,CA,D,Yes,1975-01-14,59.8
7812,94,house,H000563,Floyd,Verne,Hicks,,1915-05-29,WA,D,Yes,1975-01-14,59.6
7813,94,house,J000057,John,,Jarman,,1915-07-17,OK,R,Yes,1975-01-14,59.5
7814,94,house,C000228,Robert,Randolph,Casey,,1915-07-27,TX,D,Yes,1975-01-14,59.5
7815,94,house,D000279,Samuel,Leeper,Devine,,1915-12-21,OH,R,Yes,1975-01-14,59.1
7816,94,house,Q000013,James,Henry,Quillen,,1916-01-11,TN,R,Yes,1975-01-14,59.0
7817,94,house,F000286,Edwin,Bell,Forsythe,,1916-01-17,NJ,R,Yes,1975-01-14,59.0
7818,94,house,R000485,Edward,Ross,Roybal,,1916-02-10,CA,D,Yes,1975-01-14,58.9
7819,94,house,B000592,Corinne,Claiborne,Boggs,,1916-03-13,LA,D,Yes,1975-01-14,58.8
7820,94,house,R000421,Teno,,Roncalio,,1916-03-23,WY,D,Yes,1975-01-14,58.8
7821,94,house,W000610,Robert,Carlton,Wilson,,1916-04-05,CA,R,Yes,1975-01-14,58.8
7822,94,house,C000638,James,Mitchell,Collins,,1916-04-29,TX,R,Yes,1975-01-14,58.7
7823,94,house,G000272,Henry,Barbosa,González,,1916-05-03,TX,D,Yes,1975-01-14,58.7
7824,94,house,R000337,James,Kenneth,Robinson,,1916-05-14,VA,R,Yes,1975-01-14,58.7
7825,94,house,B000605,Richard,Walker,Bolling,,1916-05-17,MO,D,Yes,1975-01-14,58.7
7826,94,house,P000272,Jerry,Lyle,Pettis,,1916-07-18,CA,R,Yes,1975-01-14,58.5
7827,94,house,M000796,Joseph,George,Minish,,1916-09-01,NJ,D,Yes,1975-01-14,58.4
7828,94,house,S000217,Keith,George,Sebelius,,1916-09-10,KS,R,Yes,1975-01-14,58.3
7829,94,house,R000188,John,Jacob,Rhodes,,1916-09-18,AZ,R,Yes,1975-01-14,58.3
7830,94,house,S000997,Samuel,Studdiford,Stratton,,1916-09-27,NY,D,Yes,1975-01-14,58.3
7831,94,house,M000250,Spark,Masayuki,Matsunaga,,1916-10-08,HI,D,Yes,1975-01-14,58.3
7832,94,house,Y000043,John,Andrew,Young,,1916-11-10,TX,D,Yes,1975-01-14,58.2
7833,94,house,W000571,Charles,Herbert,Wilson,,1917-02-15,CA,D,Yes,1975-01-14,57.9
7834,94,house,F000041,Dante,Bruno,Fascell,,1917-03-09,FL,D,Yes,1975-01-14,57.9
7835,94,house,M000005,Torbert,Hart,Macdonald,,1917-06-06,MA,D,Yes,1975-01-14,57.6
7836,94,house,O000010,George,Miller,O'Brien,,1917-06-17,IL,R,Yes,1975-01-14,57.6
7837,94,house,B000432,Mario,,Biaggi,,1917-10-26,NY,D,Yes,1975-01-14,57.2
7838,94,house,M000718,Clarence,E.,Miller,,1917-11-01,OH,R,Yes,1975-01-14,57.2
7839,94,house,M000436,John,Joseph,McFall,,1918-02-20,CA,D,Yes,1975-01-14,56.9
7840,94,house,S000716,Gladys,Noon,Spellman,,1918-03-01,MD,D,No,1975-01-14,56.9
7841,94,house,C000263,Elford,Albin,Cederberg,,1918-03-06,MI,R,Yes,1975-01-14,56.9
7842,94,house,T000200,Frank,,Thompson,Jr.,1918-07-26,NJ,D,Yes,1975-01-14,56.5
7843,94,house,W000018,Joseph,David,Waggonner,Jr.,1918-09-07,LA,D,Yes,1975-01-14,56.4
7844,94,house,S000230,John,Frederick,Seiberling,,1918-09-08,OH,D,Yes,1975-01-14,56.4
7845,94,house,N000095,William,Flynt,Nichols,,1918-10-16,AL,D,Yes,1975-01-14,56.2
7846,94,house,V000098,Joseph,Phillip,Vigorito,,1918-11-10,PA,D,Yes,1975-01-14,56.2
7847,94,house,W000680,Lester,Lionel,Wolff,,1919-01-04,NY,D,Yes,1975-01-14,56.0
7848,94,house,P000520,Lunsford,Richardson,Preyer,,1919-01-11,NC,D,Yes,1975-01-14,56.0
7849,94,house,K000025,Abraham,,Kazen,Jr.,1919-01-17,TX,D,Yes,1975-01-14,56.0
7850,94,house,D000474,Thomas,Nelms,Downing,,1919-02-01,VA,D,Yes,1975-01-14,56.0
7851,94,house,D000534,John,James,Duncan,,1919-03-24,TN,R,Yes,1975-01-14,55.8
7852,94,house,W000636,Edward,Lawrence,Winn,Jr.,1919-08-22,KS,R,Yes,1975-01-14,55.4
7853,94,house,G000151,Robert,Nicholas,Giaimo,,1919-10-15,CT,D,Yes,1975-01-14,55.2
7854,94,house,H000797,Frank,Jefferson,Horton,,1919-12-12,NY,R,Yes,1975-01-14,55.1
7855,94,house,C000782,Robert,John,Cornell,,1919-12-16,WI,D,No,1975-01-14,55.1
7856,94,house,M000433,Robert,Cameron,McEwen,,1920-01-05,NY,R,Yes,1975-01-14,55.0
7857,94,house,G000153,Sam,Melville,Gibbons,,1920-01-20,FL,D,Yes,1975-01-14,55.0
7858,94,house,S000124,James,Haas,Scheuer,,1920-02-06,NY,D,Yes,1975-01-14,54.9
7859,94,house,T000022,Burt,Lacklen,Talcott,,1920-02-22,CA,R,Yes,1975-01-14,54.9
7860,94,house,L000116,Delbert,Leroy,Latta,,1920-03-05,OH,R,Yes,1975-01-14,54.9
7861,94,house,B000918,George,E.,Brown,Jr.,1920-03-06,CA,D,Yes,1975-01-14,54.9
7862,94,house,S000596,Neal,Edward,Smith,,1920-03-23,IA,D,Yes,1975-01-14,54.8
7863,94,house,M000105,James,Robert,Mann,,1920-04-27,SC,D,Yes,1975-01-14,54.7
7864,94,house,C000512,James,Colgate,Cleveland,,1920-06-13,NH,R,Yes,1975-01-14,54.6
7865,94,house,H000158,James,Michael,Hanley,,1920-07-19,NY,D,Yes,1975-01-14,54.5
7866,94,house,A000018,Bella,Savitzky,Abzug,,1920-07-24,NY,D,Yes,1975-01-14,54.5
7867,94,house,W000317,Charles,William,Whalen,Jr.,1920-07-31,OH,R,Yes,1975-01-14,54.5
7868,94,house,M000865,Gillespie,V.,Montgomery,,1920-08-05,MS,D,Yes,1975-01-14,54.4
7869,94,house,R000467,John,Edward,Roush,,1920-09-12,IN,D,Yes,1975-01-14,54.3
7870,94,house,H000747,Marjorie,Sewell,Holt,,1920-09-17,MD,R,Yes,1975-01-14,54.3
7871,94,house,C000780,James,Charles,Corman,,1920-10-20,CA,D,Yes,1975-01-14,54.2
7872,94,house,D000499,Robert,Frederick,Drinan,,1920-11-15,MA,D,Yes,1975-01-14,54.2
7873,94,house,W000781,Chalmers,Pangburn,Wylie,,1920-11-23,OH,R,Yes,1975-01-14,54.1
7874,94,house,S000070,David,Edward,Satterfield,III,1920-12-02,VA,D,Yes,1975-01-14,54.1
7875,94,house,D000537,Robert,Blackford,Duncan,,1920-12-04,OR,D,No,1975-01-14,54.1
7876,94,house,E000214,Edwin,Duing,Eshleman,,1920-12-04,PA,R,Yes,1975-01-14,54.1
7877,94,house,H000281,William,Howard,Harsha,,1921-01-01,OH,R,Yes,1975-01-14,54.0
7878,94,house,E000096,Joshua,,Eilberg,,1921-02-12,PA,D,Yes,1975-01-14,53.9
7879,94,house,B000298,Berkley,Warren,Bedell,,1921-03-05,IA,D,No,1975-01-14,53.9
7880,94,house,B000431,Tom,,Bevill,,1921-03-27,AL,D,Yes,1975-01-14,53.8
7881,94,house,H000479,David,Newton,Henderson,,1921-04-16,NC,D,Yes,1975-01-14,53.7
7882,94,house,R000401,Paul,Grant,Rogers,,1921-06-04,FL,D,Yes,1975-01-14,53.6
7883,94,house,M000349,John,Yetter,McCollister,,1921-06-10,NE,R,Yes,1975-01-14,53.6
7884,94,house,F000123,Paul,,Findley,,1921-06-23,IL,R,Yes,1975-01-14,53.6
7885,94,house,C000409,Donald,Daniel,Clancy,,1921-07-24,OH,R,Yes,1975-01-14,53.5
7886,94,house,P000348,Otis,Grey,Pike,,1921-08-31,NY,D,Yes,1975-01-14,53.4
7887,94,house,K000153,William,Matthew,Ketchum,,1921-09-02,CA,R,Yes,1975-01-14,53.4
7888,94,house,P000280,Peter,A.,Peyser,,1921-09-07,NY,R,Yes,1975-01-14,53.4
7889,94,house,C000709,Silvio,Ottavio,Conte,,1921-11-09,MA,R,Yes,1975-01-14,53.2
7890,94,house,B001080,Clair,Walter,Burgener,,1921-12-05,CA,R,Yes,1975-01-14,53.1
7891,94,house,M000365,Mike,,McCormack,,1921-12-14,WA,D,Yes,1975-01-14,53.1
7892,94,house,C000321,William,Venroe,Chappell,Jr.,1922-02-03,FL,D,Yes,1975-01-14,52.9
7893,94,house,A000195,John,Bayard,Anderson,,1922-02-15,IL,R,Yes,1975-01-14,52.9
7894,94,house,B000890,William,S.,Broomfield,,1922-04-28,MI,R,Yes,1975-01-14,52.7
7895,94,house,M000826,Parren,James,Mitchell,,1922-04-29,MD,D,Yes,1975-01-14,52.7
7896,94,house,H000124,John,Paul,Hammerschmidt,,1922-05-04,AR,R,Yes,1975-01-14,52.7
7897,94,house,M000926,Carlos,John,Moorhead,,1922-05-06,CA,R,Yes,1975-01-14,52.7
7898,94,house,U000001,Morris,King,Udall,,1922-06-15,AZ,D,Yes,1975-01-14,52.6
7899,94,house,K000014,Joseph,Edward,Karth,,1922-08-26,MN,D,Yes,1975-01-14,52.4
7900,94,house,L000379,James,Fredrick,Lloyd,,1922-09-27,CA,D,No,1975-01-14,52.3
7901,94,house,C000666,Barber,Benjamin,Conable,Jr.,1922-11-02,NY,R,Yes,1975-01-14,52.2
7902,94,house,V000029,Richard,Franklin,Vander Veen,,1922-11-26,MI,D,Yes,1975-01-14,52.1
7903,94,house,D000344,Charles,Coles,Diggs,Jr.,1922-12-02,MI,D,Yes,1975-01-14,52.1
7904,94,house,G000212,Benjamin,,Gilman,,1922-12-06,NY,R,Yes,1975-01-14,52.1
7905,94,house,H000965,William,Leonard,Hungate,,1922-12-14,MO,D,Yes,1975-01-14,52.1
7906,94,house,B000880,Jack,Bascom,Brooks,,1922-12-18,TX,D,Yes,1975-01-14,52.1
7907,94,house,W000763,James,Claude,Wright,Jr.,1922-12-22,TX,D,Yes,1975-01-14,52.1
7908,94,house,A000222,Thomas,Ludlow,Ashley,,1923-01-11,OH,D,Yes,1975-01-14,52.0
7909,94,house,A000009,James,,Abdnor,,1923-02-13,SD,R,Yes,1975-01-14,51.9
7910,94,house,M000692,Robert,Henry,Michel,,1923-03-02,IL,R,Yes,1975-01-14,51.9
7911,94,house,G000513,Gilbert,,Gude,,1923-03-09,MD,R,Yes,1975-01-14,51.9
7912,94,house,M000930,William,Singer,Moorhead,,1923-04-08,PA,D,Yes,1975-01-14,51.8
7913,94,house,C000475,Donald,Holst,Clausen,,1923-04-27,CA,R,Yes,1975-01-14,51.7
7914,94,house,W000390,Richard,Crawford,White,,1923-04-29,TX,D,Yes,1975-01-14,51.7
7915,94,house,L000417,Gillis,William,Long,,1923-05-04,LA,D,Yes,1975-01-14,51.7
7916,94,house,M000808,Donald,Jerome,Mitchell,,1923-05-08,NY,R,Yes,1975-01-14,51.7
7917,94,house,R000442,Benjamin,Stanley,Rosenthal,,1923-06-08,NY,D,Yes,1975-01-14,51.6
7918,94,house,H000638,Andrew,Jackson,Hinshaw,,1923-08-04,CA,R,Yes,1975-01-14,51.4
7919,94,house,B000917,Garry,Eldridge,Brown,,1923-08-12,MI,R,Yes,1975-01-14,51.4
7920,94,house,E000240,Frank,Edward,Evans,,1923-09-06,CO,D,Yes,1975-01-14,51.4
7921,94,house,Q000010,Albert,Harold,Quie,,1923-09-18,MN,R,Yes,1975-01-14,51.3
7922,94,house,R000232,Frederick,William,Richmond,,1923-11-15,NY,D,No,1975-01-14,51.2
7923,94,house,T000234,Charles,,Thone,,1924-01-04,NE,R,Yes,1975-01-14,51.0
7924,94,house,H000070,Sam,Blakeley,Hall,Jr.,1924-01-11,TX,D,No,1975-01-14,51.0
7925,94,house,K000020,Robert,William,Kastenmeier,,1924-01-24,WI,D,Yes,1975-01-14,51.0
7926,94,house,F000350,Donald,MacKay,Fraser,,1924-02-20,MN,D,Yes,1975-01-14,50.9
7927,94,house,S000804,John,William,Stanton,,1924-02-20,OH,R,Yes,1975-01-14,50.9
7928,94,house,R000383,Robert,A.,Roe,,1924-02-28,NJ,D,Yes,1975-01-14,50.9
7929,94,house,R000510,Harold,Lowell,Runnels,,1924-03-17,NM,D,Yes,1975-01-14,50.8
7930,94,house,H001022,Henry,John,Hyde,,1924-04-18,IL,R,No,1975-01-14,50.7
7931,94,house,W000780,John,Waldemar,Wydler,,1924-06-09,NY,R,Yes,1975-01-14,50.6
7932,94,house,P000273,Shirley,Neil,Pettis,,1924-07-12,CA,R,No,1975-01-14,50.5
7933,94,house,K000077,Richard,,Kelly,,1924-07-31,FL,R,No,1975-01-14,50.5
7934,94,house,M000635,John,,Melcher,,1924-09-06,MT,D,Yes,1975-01-14,50.4
7935,94,house,C000371,Shirley,Anita,Chisholm,,1924-11-30,NY,D,Yes,1975-01-14,50.1
7936,94,house,R000141,Ralph,,Regula,,1924-12-03,OH,R,Yes,1975-01-14,50.1
7937,94,house,K000302,Edward,Irving,Koch,,1924-12-12,NY,D,Yes,1975-01-14,50.1
7938,94,house,H000166,Mark,Warren,Hannaford,,1925-02-07,CA,D,No,1975-01-14,49.9
7939,94,house,S000948,Louis,,Stokes,,1925-02-23,OH,D,Yes,1975-01-14,49.9
7940,94,house,M000490,Koln,Gunn,McKay,,1925-02-23,UT,D,Yes,1975-01-14,49.9
7941,94,house,W000406,George,William,Whitehurst,,1925-03-12,VA,R,Yes,1975-01-14,49.8
7942,94,house,A000052,Joseph,Patrick,Addabbo,,1925-03-17,NY,D,Yes,1975-01-14,49.8
7943,94,house,H000465,Henry,,Helstoski,,1925-03-21,NJ,D,Yes,1975-01-14,49.8
7944,94,house,R000134,Thomas,Mankell,Rees,,1925-03-26,CA,D,Yes,1975-01-14,49.8
7945,94,house,R000558,Leo,Joseph,Ryan,,1925-05-05,CA,D,Yes,1975-01-14,49.7
7946,94,house,P000546,Joel,McFee,Pritchard,,1925-05-05,WA,R,Yes,1975-01-14,49.7
7947,94,house,N000019,Lucien,Norbert,Nedzi,,1925-05-28,MI,D,Yes,1975-01-14,49.6
7948,94,house,B001182,Manley,Caldwell,Butler,,1925-06-02,VA,R,Yes,1975-01-14,49.6
7949,94,house,D000326,William,Louis,Dickinson,,1925-06-05,AL,R,Yes,1975-01-14,49.6
7950,94,house,H000073,Tim,Lee,Hall,,1925-06-11,IL,D,No,1975-01-14,49.6
7951,94,house,A000207,Ike,Franklin,Andrews,,1925-09-02,NC,D,Yes,1975-01-14,49.4
7952,94,house,R000423,Frederick,Bernard,Rooney,,1925-11-06,PA,D,Yes,1975-01-14,49.2
7953,94,house,O000055,James,Grant,O'Hara,,1925-11-08,MI,D,Yes,1975-01-14,49.2
7954,94,house,M000703,Abner,Joseph,Mikva,,1926-01-21,IL,D,No,1975-01-14,49.0
7955,94,house,M000708,Dale,,Milford,,1926-02-18,TX,D,Yes,1975-01-14,48.9
7956,94,house,H000624,Elwood,Haynes,Hillis,,1926-03-06,IN,R,Yes,1975-01-14,48.9
7957,94,house,H000327,James,Fred,Hastings,,1926-04-10,NY,R,Yes,1975-01-14,48.8
7958,94,house,H000241,Herbert,Eugene,Harris,II,1926-04-14,VA,D,No,1975-01-14,48.8
7959,94,house,W000121,William,Creed,Wampler,,1926-04-21,VA,R,Yes,1975-01-14,48.7
7960,94,house,B000083,Alvin,James,Baldus,,1926-04-27,WI,D,No,1975-01-14,48.7
7961,94,house,A000208,Mark,,Andrews,,1926-05-19,ND,R,Yes,1975-01-14,48.7
7962,94,house,B001156,Phillip,,Burton,,1926-06-01,CA,D,Yes,1975-01-14,48.6
7963,94,house,F000141,Hamilton,,Fish,Jr.,1926-06-03,NY,R,Yes,1975-01-14,48.6
7964,94,house,I000001,Richard,Howard,Ichord,II,1926-06-27,MO,D,Yes,1975-01-14,48.6
7965,94,house,G000105,Joseph,Matthew,Gaydos,,1926-07-03,PA,D,Yes,1975-01-14,48.5
7966,94,house,D000355,John,D.,Dingell,,1926-07-08,MI,D,Yes,1975-01-14,48.5
7967,94,house,C000799,William,Ross,Cotter,,1926-07-18,CT,D,Yes,1975-01-14,48.5
7968,94,house,L000221,Robert,Louis,Leggett,,1926-07-26,CA,D,Yes,1975-01-14,48.5
7969,94,house,M001098,John,Michael,Murphy,,1926-08-03,NY,D,Yes,1975-01-14,48.4
7970,94,house,L000020,Robert,John,Lagomarsino,,1926-09-04,CA,R,Yes,1975-01-14,48.4
7971,94,house,H000582,Jack,English,Hightower,,1926-09-06,TX,D,No,1975-01-14,48.4
7972,94,house,D000269,Edward,Joseph,Derwinski,,1926-09-15,IL,R,Yes,1975-01-14,48.3
7973,94,house,R000512,Philip,Edward,Ruppe,,1926-09-29,MI,R,Yes,1975-01-14,48.3
7974,94,house,K000325,John,Hans,Krebs,,1926-12-17,CA,D,No,1975-01-14,48.1
7975,94,house,A000031,Brockman,,Adams,,1927-01-13,WA,D,Yes,1975-01-14,48.0
7976,94,house,F000424,Richard,Harmon,Fulton,,1927-01-27,TN,D,Yes,1975-01-14,48.0
7977,94,house,E000204,John,Neal,Erlenborn,,1927-02-08,IL,R,Yes,1975-01-14,47.9
7978,94,house,M001130,John,Thomas,Myers,,1927-02-08,IN,R,Yes,1975-01-14,47.9
7979,94,house,B000736,John,,Brademas,,1927-03-02,IN,D,Yes,1975-01-14,47.9
7980,94,house,S000367,George,Edward,Shipley,,1927-04-21,IL,D,Yes,1975-01-14,47.7
7981,94,house,M000834,John,Joseph,Moakley,,1927-04-27,MA,D,Yes,1975-01-14,47.7
7982,94,house,B000910,Clarence,J.,Brown,Jr.,1927-06-18,OH,R,Yes,1975-01-14,47.6
7983,94,house,Z000002,Leo,C.,Zeferetti,,1927-07-15,NY,D,No,1975-01-14,47.5
7984,94,house,H000840,James,John,Howard,,1927-07-24,NJ,D,Yes,1975-01-14,47.5
7985,94,house,E000213,Marvin,Leonel,Esch,,1927-08-04,MI,R,Yes,1975-01-14,47.4
7986,94,house,F000270,William,David,Ford,,1927-08-06,MI,D,Yes,1975-01-14,47.4
7987,94,house,W000227,James,Howard,Weaver,,1927-08-08,OR,D,No,1975-01-14,47.4
7988,94,house,B000966,James,Thomas,Broyhill,,1927-08-19,NC,R,Yes,1975-01-14,47.4
7989,94,house,H000851,Allan,Turner,Howe,,1927-09-06,UT,D,No,1975-01-14,47.4
7990,94,house,D000203,Eligio,II,de la Garza,,1927-09-22,TX,D,Yes,1975-01-14,47.3
7991,94,house,S001134,James,Wadsworth,Symington,,1927-09-28,MO,D,Yes,1975-01-14,47.3
7992,94,house,M000343,Paul,Norton,McCloskey,Jr.,1927-09-29,CA,R,Yes,1975-01-14,47.3
7993,94,house,Y000014,Gus,,Yatron,,1927-10-16,PA,D,Yes,1975-01-14,47.2
7994,94,house,R000469,John,Harbin,Rousselot,,1927-11-01,CA,R,Yes,1975-01-14,47.2
7995,94,house,W000448,Charles,Edward,Wiggins,,1927-12-03,CA,R,Yes,1975-01-14,47.1
7996,94,house,G000291,William,F.,Goodling,,1927-12-05,PA,R,No,1975-01-14,47.1
7997,94,house,M000797,Patsy,Takemoto,Mink,,1927-12-06,HI,D,Yes,1975-01-14,47.1
7998,94,house,M000626,Lloyd,,Meeds,,1927-12-11,WA,D,Yes,1975-01-14,47.1
7999,94,house,R000458,Daniel,David,Rostenkowski,,1928-01-02,IL,D,Yes,1975-01-14,47.0
8000,94,house,S000762,Fernand,Joseph,St. Germain,,1928-01-09,RI,D,Yes,1975-01-14,47.0
8001,94,house,S000669,Marion,Gene,Snyder,,1928-01-26,KY,R,Yes,1975-01-14,47.0
8002,94,house,T000075,Gene,,Taylor,,1928-02-10,MO,R,Yes,1975-01-14,46.9
8003,94,house,B001008,John,Hall,Buchanan,Jr.,1928-03-19,AL,R,Yes,1975-01-14,46.8
